ticker,metric
ORBC,-0.025778603
GGG,-0.025781707
CMXX,-0.025886039
GPI,-0.025909894
XLRN,-0.02606211
FELE,-0.026112403
RCL,-0.026120592
SD,-0.026182883
RM,-0.026250094
LUB,-0.026259367
BXS,-0.026264112
EXC,-0.026270766
CSCO,-0.026283805
AOSL,-0.026338821
TAP,-0.026563126
MLR,-0.02670637
EV,-0.026735411
TTMI,-0.026875158
ITEX,-0.026884347
PJT,-0.027159915
TCS,-0.027234752
MTOR,-0.027336697
CRMT,-0.027339808
MBWM,-0.027646954
HUBS,-0.027712244
BIIB,-0.027830071
SFM,-0.027868642
UAA,-0.027907317
PMBC,-0.027949527
ACNB,-0.027986491
BBBY,-0.028059083
H,-0.028129894
EPAM,-0.028132747
QCRH,-0.028134401
KALA,-0.0282532
CADE,-0.028344649
PWR,-0.028353627
JAG,-0.02839838
CTRN,-0.028424501
NJR,-0.028463172
CALM,-0.028609621
R,-0.028712616
SCHN,-0.028870004
LOB,-0.028917138
ADUS,-0.02908195
SNX,-0.029108423
OI,-0.029170713
REGI,-0.029300307
HCCI,-0.029405855
OPB,-0.029549332
III,-0.029565238
IPI,-0.029673754
AGIO,-0.029728466
CW,-0.029819999
STAY,-0.029944723
DFRG,-0.029996898
NUS,-0.03001242
EVH,-0.03002636
SSI,-0.030478188
SSP,-0.030490792
WERN,-0.030492693
MAR,-0.030509069
RVSB,-0.030541235
LEN,-0.030739491
URI,-0.030829211
PII,-0.030875583
NOW,-0.031015308
SMMF,-0.031427076
ZION,-0.031519144
MOH,-0.031558252
KR,-0.031822021
FLOW,-0.03188078
RAVN,-0.032000988
WYND,-0.032048761
ASH,-0.032176265
PYPL,-0.032176627
GNW,-0.032268384
GCP,-0.032362794
NBL,-0.03239463
KSS,-0.032399201
NRG,-0.03252529
STMP,-0.032560521
QUOT,-0.032617354
INST,-0.032636823
LAMR,-0.032736233
ECOL,-0.032815669
DE,-0.033097434
TBI,-0.033164001
HDS,-0.033534415
STXS,-0.033536156
MPC,-0.033773309
LYB,-0.033870992
EIG,-0.033939256
AN,-0.034016072
OXM,-0.034027314
ARTW,-0.034070496
KLIC,-0.034521951
SGA,-0.034551442
MUR,-0.034649039
UNH,-0.034659605
AMN,-0.034685562
RGS,-0.034811114
NGVT,-0.034923429
DOC,-0.03498425
HPE,-0.034997144
PNR,-0.035107798
CKH,-0.035287092
FFBC,-0.035397872
IBP,-0.035694065
IIVI,-0.035840346
EGBN,-0.035865879
TTGT,-0.036037744
GANS,-0.036050128
DLTR,-0.036162061
GBCI,-0.036209098
MN,-0.036281936
JBHT,-0.036335467
UVE,-0.03639831
MRIN,-0.036533424
SRI,-0.036673647
SUP,-0.036714633
ENLC,-0.036848934
GBT,-0.037019031
AMTD,-0.0370657
VLGEA,-0.037266594
KALU,-0.037302345
CF,-0.037351467
CME,-0.037528224
MKTY,-0.037560382
WAT,-0.037597599
CTS,-0.037640728
SKX,-0.037838573
ATRO,-0.03787211
RMBL,-0.037942106
CSOD,-0.037960186
ISRG,-0.038137515
OIS,-0.038151151
BWA,-0.038382833
CHUY,-0.03857396
PEIX,-0.038579268
CACC,-0.038653338
NOV,-0.038751111
PTC,-0.038810433
STT,-0.038938695
FARO,-0.039092653
SMBK,-0.039133282
BLMN,-0.039186355
PSTG,-0.039569642
HTLF,-0.039582978
SEM,-0.03980728
OCUL,-0.039819128
HRL,-0.040156939
RPAI,-0.040201262
CZBS,-0.040324557
VRNT,-0.040403532
LRCX,-0.04041964
PVH,-0.040448682
IDCC,-0.040470806
FFIV,-0.040566628
MMSI,-0.040613327
UFI,-0.040628773
ACLS,-0.040673204
INFN,-0.040796598
PAYX,-0.040845223
ENPH,-0.040861904
AVGO,-0.04102668
BKU,-0.041211044
CNC,-0.041232436
RDUS,-0.041323205
OC,-0.04135261
RUSHA,-0.041457033
GHDX,-0.041612433
GM,-0.041658165
COLM,-0.041966887
XONE,-0.041979344
FIVE,-0.041998213
HHER,-0.042113476
TXN,-0.042163107
SSTK,-0.042224205
FGEN,-0.042296478
TITN,-0.042425925
GCAP,-0.042545628
ISDR,-0.042557258
BBW,-0.042605959
DCO,-0.042613228
EVC,-0.042634443
LFUS,-0.042901652
BREW,-0.043159681
FARM,-0.043223231
GDDY,-0.043471989
BGFV,-0.043812764
TSCO,-0.043818439
SIF,-0.043895609
EHTH,-0.044020958
FCCY,-0.044037397
UHS,-0.044114136
CATS,-0.044118971
CVCO,-0.044194963
DXPE,-0.04428068
ZAGG,-0.044301208
MOS,-0.044339302
OLN,-0.044441998
MEI,-0.044451173
XEC,-0.044526485
FRPT,-0.044550668
CA,-0.044579083
YRCW,-0.044735091
BYD,-0.044772098
EQT,-0.044913656
HTLD,-0.044916064
GPC,-0.044941355
RCM,-0.045053579
CCMP,-0.045074835
DYNT,-0.045301447
MUEL,-0.045341069
ALOT,-0.045380074
FMCC,-0.045517012
INBK,-0.045628866
ARCB,-0.045684837
EAT,-0.046250557
XENT,-0.046259034
ABBV,-0.046310148
GTHX,-0.046323121
NGS,-0.046333785
PLBC,-0.046508705
RVNC,-0.046569998
ATGE,-0.046624962
ASUR,-0.046749551
CCS,-0.046759899
SOMC,-0.046785188
CHE,-0.046844185
OXBC,-0.047062088
BHF,-0.047226737
CAMP,-0.047254416
RTRX,-0.047455711
EVBG,-0.047508165
WMK,-0.047747572
MAS,-0.047990339
CRI,-0.048014904
BECN,-0.048094959
FIVN,-0.048228801
LMNX,-0.0483239
SCHW,-0.048428093
MHO,-0.048494644
FCFS,-0.048716606
CAT,-0.048717294
DIN,-0.048725664
FORR,-0.048931749
TXRH,-0.0489801
CNDT,-0.049079376
TBBK,-0.049575077
EBAY,-0.049609503
OSK,-0.049893801
WWW,-0.050014858
APTI,-0.050014878
BA,-0.050201776
WIRE,-0.050306888
MTX,-0.050470251
INAP,-0.050773646
RLH,-0.050783164
HIIQ,-0.050932001
INTC,-0.05106694
PXD,-0.051119528
PLNT,-0.051291795
BCC,-0.051394398
MMI,-0.05155675
WSBC,-0.051926429
COST,-0.052070339
CEMI,-0.052070678
ANDE,-0.052152385
AFSI,-0.052251137
APA,-0.052290484
SAIA,-0.052331874
RL,-0.052415495
AVGG,-0.052553809
ETFC,-0.052721128
KAMN,-0.052757973
BLUE,-0.052943808
ODFL,-0.053231196
MD,-0.05337575
COG,-0.053522787
FFNW,-0.05360809
SPR,-0.053618909
SYX,-0.053718031
EXTN,-0.053754636
TLYS,-0.053767171
AAP,-0.054060164
PLAY,-0.054208488
KMT,-0.054208701
TRUP,-0.054302261
THRM,-0.054346897
HNGR,-0.05441214
GCI,-0.054434429
ED,-0.054715715
REV,-0.05481339
CDE,-0.054842179
MBUU,-0.054946298
OLLI,-0.055012571
TCBI,-0.055024562
MNK,-0.055042192
AR,-0.055164678
TPR,-0.055497193
EPC,-0.055692884
GPS,-0.055720097
WIFI,-0.055738382
QUAD,-0.055764978
NTGR,-0.055814173
CGNX,-0.055950565
NUE,-0.05655488
MCHX,-0.05657196
APEI,-0.056750373
WCC,-0.05713387
NOVT,-0.057342175
PNK,-0.057658588
CRCM,-0.057683704
NGVC,-0.057688372
CLDR,-0.057759343
ANMP,-0.058104599
PBI,-0.05833332
MRTN,-0.058508269
CMA,-0.058529802
OOMA,-0.058601227
W,-0.058656279
ENTA,-0.058789284
FET,-0.058955081
ZUMZ,-0.059129128
REPH,-0.059403305
LRN,-0.059404235
LEE,-0.059449477
NLS,-0.059458792
COP,-0.059503812
RMR,-0.059702404
BAND,-0.060239728
BNFT,-0.060534158
TIF,-0.060827303
VSH,-0.060846134
TOL,-0.06100415
BSET,-0.061073557
PACB,-0.061085751
VAR,-0.061224813
ENAB,-0.061377993
FOE,-0.061506825
KFRC,-0.061665624
TAYD,-0.061935115
QDEL,-0.062086407
DXC,-0.062248608
CHS,-0.0624077
ANIP,-0.062836977
CRBP,-0.062921388
DS,-0.063003432
PAHC,-0.063113962
AVAV,-0.063198671
IPHS,-0.06358994
AZO,-0.063688241
M,-0.063771907
SGRY,-0.063815179
XPO,-0.063832006
NWHM,-0.064018149
ANGO,-0.064125552
EBIX,-0.064173707
LCUT,-0.064228185
WGO,-0.064578291
SGRP,-0.064868498
CC,-0.064955843
MITK,-0.065090837
LB,-0.065146664
TISI,-0.065271724
MOV,-0.065292487
EOG,-0.065545365
GCO,-0.065563542
PDCE,-0.065821814
PFBI,-0.065888126
TDOC,-0.065910996
DF,-0.066068587
ENVA,-0.066115
MHH,-0.066336207
HZO,-0.066449143
SCIL,-0.066563948
STX,-0.066674054
CLNE,-0.066991415
UTMD,-0.067275729
HBI,-0.067384443
AIMC,-0.067400238
NTRA,-0.067410191
HAL,-0.067503966
STAA,-0.067548198
PF,-0.067669476
GVP,-0.067772686
KLXI,-0.06853221
ACRS,-0.068544001
FFWM,-0.068841323
BPMC,-0.069023545
UNT,-0.069086169
GVA,-0.069322623
XELA,-0.069355559
MNI,-0.069362753
HLI,-0.0693838
CONN,-0.069428681
AA,-0.069544755
EBS,-0.069645854
OXY,-0.06966232
CPS,-0.069860505
FSTR,-0.069982099
CCO,-0.070119981
GLUU,-0.070297902
QLYS,-0.070307931
CALX,-0.070347962
LPSN,-0.070882012
CTEK,-0.070896967
CCC,-0.071151501
IDRA,-0.071260729
DY,-0.071298713
TILE,-0.071641361
LDL,-0.07172704
GIII,-0.071947822
BOLD,-0.072675534
ARW,-0.072818554
HUN,-0.072909892
ODP,-0.073053994
WTTR,-0.073332141
NEO,-0.073421577
PRLB,-0.073912861
GMED,-0.074614543
CISN,-0.074709734
DVAX,-0.074757056
TGEN,-0.074792883
LLNW,-0.075082079
FOSL,-0.075244582
TRIP,-0.075300289
SYNA,-0.075384792
CROX,-0.075416051
CORT,-0.075572395
PATK,-0.07565675
MSG,-0.075793281
SPLK,-0.076590086
TCMD,-0.076690442
KGHI,-0.076746009
NTAP,-0.077366759
MGNX,-0.077568267
AXDX,-0.077904745
ZEUS,-0.078011683
YEXT,-0.078012888
TUES,-0.078308673
DXLG,-0.078515145
EML,-0.078522092
ETCC,-0.078809111
NVDA,-0.079971751
RRD,-0.080500287
ADRO,-0.081107768
NVRO,-0.081462101
SYF,-0.081563953
RTEC,-0.081566521
SFIX,-0.08179815
BIOL,-0.082193745
CARB,-0.082452997
CTG,-0.082568563
AFH,-0.082613305
TLGT,-0.082631972
CAL,-0.082907622
VRTU,-0.082986462
BOX,-0.083624258
LOGM,-0.083627581
CARG,-0.083842075
MDCO,-0.08389528
MNKD,-0.084223361
GDEN,-0.084230318
SPSC,-0.084267408
FCX,-0.084401282
AMAG,-0.084508752
WPX,-0.084679886
TDC,-0.08476328
CVEO,-0.084808061
HEES,-0.085073422
MYL,-0.085088393
USNA,-0.086026322
LEA,-0.086033121
RNWK,-0.086052751
SLM,-0.086105203
DVN,-0.08612518
IRWD,-0.086517366
IVC,-0.087144688
EXPR,-0.087203043
TEX,-0.087708622
AMRC,-0.088597383
FL,-0.088650013
LKSD,-0.089641527
NGL,-0.09000439
PRGX,-0.090179818
ZGNX,-0.090323635
BEAT,-0.090608244
SQ,-0.091237419
EMN,-0.091311069
AEO,-0.091791653
FBAK,-0.091932683
ASNA,-0.092007692
BTU,-0.092936557
FLR,-0.093120746
VRTS,-0.093309577
HLNE,-0.093679533
HQY,-0.094341953
CARS,-0.094464552
PGTI,-0.094762552
NFLX,-0.094849645
AQMS,-0.09493657
NAV,-0.09506073
PRGS,-0.095177933
ALTR,-0.095733208
IMMU,-0.095850638
AXGN,-0.096062133
BLCM,-0.096350833
SXC,-0.096532009
MBIN,-0.097310002
APAM,-0.097891048
NVEC,-0.097912088
SMLP,-0.098765233
ECHO,-0.09893335
GTLS,-0.098981219
CREX,-0.099224139
BLIN,-0.099454282
PIR,-0.099463488
GDOT,-0.099671029
GLYC,-0.099925492
FLDM,-0.099969818
PFSW,-0.101058202
HIBB,-0.101310869
ATRC,-0.101399966
SM,-0.101781673
FRTA,-0.101909005
ICUI,-0.102297119
FNGN,-0.102310822
NVTA,-0.1025586
COL,-0.103068117
PBF,-0.103302654
NKTR,-0.104574096
NR,-0.105331045
PRMW,-0.105421286
VIRT,-0.105569267
DO,-0.105856912
MTW,-0.106262718
BELFB,-0.106390864
GPT,-0.106597464
DWSN,-0.106612821
PLCE,-0.106661556
URBN,-0.106897331
CRR,-0.106999768
DPLO,-0.107127511
AIRI,-0.107158513
CAR,-0.107879589
ADVM,-0.108038956
RES,-0.108876279
MKSI,-0.109090437
SRDX,-0.109308101
LE,-0.109902954
BGG,-0.109989704
WK,-0.110340686
GRPN,-0.110546174
TTI,-0.110866333
SAVE,-0.111623949
CERS,-0.111633169
GRUB,-0.11209918
GME,-0.112536
VICR,-0.112986282
MYRG,-0.113005891
CREE,-0.113856573
FMI,-0.114042649
ETSY,-0.114316936
FNHC,-0.114478716
DWCH,-0.115688592
CRSP,-0.115712817
FRGI,-0.115864478
GPOR,-0.116952792
FIT,-0.116977286
BZH,-0.11748879
BAS,-0.1189362
BLFS,-0.11919215
SGMO,-0.119990608
ACOR,-0.120040393
CTMX,-0.120349341
FGP,-0.121780759
PTCT,-0.122764433
AAOI,-0.124128093
BCOR,-0.125715472
EDIT,-0.126235511
SGMS,-0.126583335
SRPT,-0.12668554
BOOT,-0.128610222
GTT,-0.129909578
CENX,-0.130659315
UNFI,-0.130940786
IPGP,-0.133092294
PBPB,-0.133518085
AMEH,-0.133729064
AXL,-0.135176293
FEIM,-0.135336243
TLRD,-0.136585396
DAVE,-0.136996032
SAGE,-0.137395986
HZNP,-0.137489599
FCEL,-0.140303664
RIG,-0.14118482
JOUT,-0.141198525
ASIX,-0.141371261
GFF,-0.141488404
IMMR,-0.142515839
KFY,-0.144503528
ARNA,-0.145086125
IBKR,-0.145825014
IRBT,-0.146147566
EZPW,-0.146799663
AAC,-0.146831949
ALGN,-0.146923764
NEWR,-0.148840647
ETEC,-0.150380736
SRNE,-0.15192481
QNST,-0.152558401
ANDV,-0.154428302
CDXS,-0.154704133
ANF,-0.15537976
TTOO,-0.156547213
NTNX,-0.156626603
USAK,-0.159844679
FRAC,-0.160294391
LCI,-0.161223721
KIRK,-0.162437972
SMCI,-0.163453036
CAPC,-0.164290709
TTD,-0.164611261
CHK,-0.164876931
DVCR,-0.169704123
TUSK,-0.172605307
DEST,-0.173741843
BERY,-0.174822277
CNCE,-0.175765643
CCXI,-0.175900628
NFX,-0.176391404
OCN,-0.176501127
PFNX,-0.177985093
FNKO,-0.18077508
MOD,-0.181975777
SHSP,-0.181998775
TWOU,-0.182392668
AGLE,-0.183093254
LPTH,-0.184452057
COTY,-0.185463566
RAIL,-0.189114202
BW,-0.190810649
SSNC,-0.192564681
COLL,-0.193992613
STRI,-0.205678477
TNDM,-0.20680914
SND,-0.207431956
OAS,-0.209500988
OMER,-0.214421267
INSM,-0.216164751
NSP,-0.217618669
HBIO,-0.222551581
MTRX,-0.222968701
IIN,-0.223139464
STON,-0.223542656
SPPI,-0.223628743
IMGN,-0.223975355
USAT,-0.231054804
AMSC,-0.231898266
INUV,-0.233032552
INGN,-0.243390558
P,-0.249080064
RGNX,-0.254804652
ADXS,-0.261964498
CRC,-0.262209766
ATRA,-0.26649696
NVAX,-0.277940228
IZEA,-0.281072055
MED,-0.282145644
EMPR,-0.296095996
WTI,-0.305623057
PTSI,-0.338890155
CDNA,-0.34676105
RYAM,-0.370017975
TRXC,-0.37495854
ESND,-0.388987907
NVTR,-0.393803263
PEYE,-0.437937224
BLPG,-0.464879138
TLSRP,-0.467797578
RGSE,-0.511217213
IO,-0.522220328
OSTK,-0.533557175
EGL,-0.845548022
CFMS,-1.053308151
ALYE,-1.094846672
HALN,-1.296925931
SPIR,-3.709203706
